2_ID_FINAL;4_SEQUENCIAL;5_INCRICAO_IMOVEL_UNIDADE;7_GEOCODING;46_ENDERECO;47_BAIRRO;44_Y_UTM;45_X_UTM;22_AREA_TERRE;23_AREA_TERRENO_LOTE_CARTOG;28_PROFUNDIDA;29_TESTADA;15_TIPO_CONSTRUCAO;24_AREA_CONST_UNIDADE;25_AREA_TOTAL_CONSTR;27_QTD_PAV;30_PADRAO_CONST;31_ESTADO_CONSERV;32_IDADE;34_SITUACAO_QUADRA;36_TIPO_VIA;39_ILUM_PUBLI;41_PAVIMENTAC;43_GUIAS_SARJ;56_COD_SETOR_CENSITARIO;57_V002_;58_V005_;59_V007_;13_NAT_EVENTO;16_DATA_AVALI_VENC;16_2_PERIO_AV;17_VALAVALIAÇÃO;18_VALOPERAÇÃO
11753;15216969;1.3000.131.02.0545.0034.1;130001310545;AVENIDA FERNANDES VIEIRA, 1281 AP 102 BL. 03 ,MARCOS FREIRE;MARCOS FREIRE;9098818,6779216;283706,083406355;19891,91;9035,29896019;241,438054237569;37,42284532868;APARTAMENTO;76,58;25732,63;4;3;2;1;1;2;2;2;1;260790105000293;1915;1064,13;1140,41;2 - ESTIMATIVA ITBI;17/08/2020;3 - A PARTIR DE 01/08/2020;131656,6;83300
11754;15218112;1.3000.131.02.0545.0149.6;130001310545;AVENIDA FERNANDES VIEIRA, 1281 AP 201 BL. 10 ,MARCOS FREIRE;MARCOS FREIRE;9098818,6779216;283706,083406355;19891,91;9035,29896019;241,438054237569;37,42284532868;APARTAMENTO;76,58;25732,63;4;3;2;1;1;2;2;2;1;260790105000293;1915;1064,13;1140,41;2 - ESTIMATIVA ITBI;25/08/2020;3 - A PARTIR DE 01/08/2020;132246,98;80000
11755;15216640;1.3000.131.02.0545.0002.3;130001310545;AVENIDA FERNANDES VIEIRA, 1281 AP 102 BL. 01 ,MARCOS FREIRE;MARCOS FREIRE;9098818,6779216;283706,083406355;19891,91;9035,29896019;241,438054237569;37,42284532868;APARTAMENTO;76,58;25732,63;4;3;2;1;1;2;2;2;1;260790105000293;1915;1064,13;1140,41;2 - ESTIMATIVA ITBI;26/08/2020;3 - A PARTIR DE 01/08/2020;131656,69;83300
11756;15217752;1.3000.131.02.0545.0113.5;130001310545;AVENIDA FERNANDES VIEIRA, 1281 AP 101 BL. 08 ,MARCOS FREIRE;MARCOS FREIRE;9098818,6779216;283706,083406355;19891,91;9035,29896019;241,438054237569;37,42284532868;APARTAMENTO;76,58;25732,63;4;3;2;1;1;2;2;2;1;260790105000293;1915;1064,13;1140,41;2 - ESTIMATIVA ITBI;01/09/2020;3 - A PARTIR DE 01/08/2020;131656,69;80000
11757;15216993;1.3000.131.02.0545.0037.6;130001310545;AVENIDA FERNANDES VIEIRA, 1281 AP 201 BL. 03 ,MARCOS FREIRE;MARCOS FREIRE;9098818,6779216;283706,083406355;19891,91;9035,29896019;241,438054237569;37,42284532868;APARTAMENTO;76,58;25732,63;4;3;2;1;1;2;2;2;1;260790105000293;1915;1064,13;1140,41;2 - ESTIMATIVA ITBI;01/09/2020;3 - A PARTIR DE 01/08/2020;131656,69;90625
6113;14786400;1.3000.191.03.0284.0001.8;130001910284;RUA TERRA NOVA, 271 ,MARCOS FREIRE;MARCOS FREIRE;9098778,14337561;283935,161858851;205,28;206,257540955;19,8686380574306;10,3810608638;APARTAMENTO;88,71;88,71;1;3;2;15;1;1;2;1;1;260790105000293;1915;1064,13;1140,41;2 - ESTIMATIVA ITBI;07/08/2020;3 - A PARTIR DE 01/08/2020;150600;142000
6452;14869977;1.3000.201.03.0340.0004.8;130002010340;RUA VENTUROSA, 320 AP 04 ,MARCOS FREIRE;MARCOS FREIRE;9098776,69849256;284203,299085494;400;390,02379126;19,5235783720464;19,9770648509;APARTAMENTO;58,55;240,94;2;1;2;12;1;1;2;1;1;260790105000293;1915;1064,13;1140,41;2 - ESTIMATIVA ITBI;11/08/2020;3 - A PARTIR DE 01/08/2020;81400;75000
10346;15167259;1.3000.251.05.0604.0273.9;130002510604;RUA SANTA CRUZ DO CAPIBARIBE, 303 AP 303 BL. 07 ,MARCOS FREIRE;MARCOS FREIRE;9098406,79786555;284504,016470241;13567;13915,6064033;90,0378907737978;154,552780876;APARTAMENTO;53,8;15201,2;4;3;2;3;1;1;2;1;2;260790105000293;1915;1064,13;1140,41;2 - ESTIMATIVA ITBI;18/05/2020;2 - DE 01/03/2020 ATE 31/07/2020;135000;150000
10347;15166554;1.3000.251.05.0604.0203.8;130002510604;RUA SANTA CRUZ DO CAPIBARIBE, 303 AP 03 BL. 06 ,MARCOS FREIRE;MARCOS FREIRE;9098406,79786555;284504,016470241;13567;13915,6064033;90,0378907737978;154,552780876;APARTAMENTO;53,8;15201,2;4;3;2;3;1;1;2;1;2;260790105000293;1915;1064,13;1140,41;2 - ESTIMATIVA ITBI;12/06/2020;2 - DE 01/03/2020 ATE 31/07/2020;135000;150000
8363;10289305;1.3020.063.02.0277.0027.0;130200630277;RUA ERNESTO DE SOUZA LEﾃO, 190 AP 307 ,PIEDADE;PIEDADE;9098525,97865298;289196,62676813;1409,9;1430,66138621;49,5023558109067;28,900874772;APARTAMENTO;74,15;2243,94;4;4;2;36;1;1;2;1;1;260790105000182;712;2640,1;2809,65;2 - ESTIMATIVA ITBI;26/08/2020;3 - A PARTIR DE 01/08/2020;84300;80000
7147;10290915;1.3020.075.01.0051.0001.7;130200750051;RUA PROFESSOR HERCLIANO PIRES, 300 ,PIEDADE;PIEDADE;9098532,92491951;289046,707935183;618,13;659,696109186;32,8036454898991;20,110451120109;APARTAMENTO;420,28;420,28;2;6;2;30;2;1;2;2;2;260790105000182;712;2640,1;2809,65;2 - ESTIMATIVA ITBI;30/07/2020;2 - DE 01/03/2020 ATE 31/07/2020;630800;600000
6591;10296530;1.3020.115.02.0189.0003.3;130201150189;RUA ERNESTO DE SOUZA LEﾃO, 812 AP 201 ,PIEDADE;PIEDADE;9098124,75316968;288918,429475936;420,5;400,862463757;28,6423496907118;13,9954461867;APARTAMENTO;99,75;504;3;3;2;41;1;1;2;1;1;260790105000071;632;2102,58;2255,1;2 - ESTIMATIVA ITBI;27/08/2020;3 - A PARTIR DE 01/08/2020;153000;30000
6624;10298711;1.3020.127.01.0181.0004.5;130201270181;RUA HERMES DA FONSECA, 832 AP 202 ,PIEDADE;PIEDADE;9098092,36451491;288893,743838607;435;487,022981442;30,1829514332301;16,1356977471;APARTAMENTO;114,82;797,52;3;3;2;38;2;1;2;1;1;260790105000071;632;2102,58;2255,1;2 - ESTIMATIVA ITBI;29/05/2020;2 - DE 01/03/2020 ATE 31/07/2020;240200;175000
7437;10299254;1.3020.129.03.0290.0009.7;130201290290;RUA CﾂNDIDO FERREIRA, 920 AP 301 ,PIEDADE;PIEDADE;9098036,66049592;288786,01534556;744;773,945537415;31,6384827601477;24,4621571547;APARTAMENTO;102,53;1230,36;4;4;3;37;2;1;2;1;1;260790105000071;632;2102,58;2255,1;2 - ESTIMATIVA ITBI;04/06/2020;2 - DE 01/03/2020 ATE 31/07/2020;144000;129000
6211;10029850;1.3035.055.04.0360.0001.9;130350550360;AVENIDA ULISSES MONTARROYOS, 1695 ,PIEDADE;PIEDADE;9098020,41570201;289072,174465968;351;287,006342025;30,9057218127094;9,28651153221;APARTAMENTO;183;183;1;3;3;30;1;2;2;2;2;260790105000072;930;2632,62;2832,82;2 - ESTIMATIVA ITBI;07/07/2020;2 - DE 01/03/2020 ATE 31/07/2020;460600;350000
6844;10030778;1.3035.065.03.0231.0005.0;130350650231;RUA ANTﾔNIO FARIAS, 67 AP 301 ,PIEDADE;PIEDADE;9097801,55577703;289209,661860356;468;459,139553394;25,3231052614787;18,1312500443;APARTAMENTO;110;660;3;4;2;30;2;1;2;2;2;260790105000039;802;5306,35;5369,52;2 - ESTIMATIVA ITBI;04/06/2020;2 - DE 01/03/2020 ATE 31/07/2020;171400;170000
6210;10031120;1.3035.069.01.0070.0001.0;130350690070;RUA ANTﾔNIO FARIAS, 548 AP 001 ,PIEDADE;PIEDADE;9097818,53387087;289123,145869382;351;324,795561195;28,4032012179336;11,4351744616;APARTAMENTO;110,78;443,12;2;3;2;30;1;1;2;2;2;260790105000038;837;4559,64;4686,8;2 - ESTIMATIVA ITBI;11/05/2020;2 - DE 01/03/2020 ATE 31/07/2020;188600;170000
6519;10031340;1.3035.071.02.0231.0001.9;130350710231;RUA EDSON MORORﾓ MOURA, 512 ,PIEDADE;PIEDADE;9097830,81936456;289051,469584068;406;403,44849487;28,4078109691954;14,2020268759;APARTAMENTO;230;230;1;4;2;30;2;1;2;1;1;260790105000038;837;4559,64;4686,8;2 - ESTIMATIVA ITBI;15/06/2020;2 - DE 01/03/2020 ATE 31/07/2020;450000;450000
6520;10031340;1.3035.071.02.0231.0001.9;130350710231;RUA EDSON MORORﾓ MOURA, 512 ,PIEDADE;PIEDADE;9097830,81936456;289051,469584068;406;403,44849487;28,4078109691954;14,2020268759;APARTAMENTO;230;230;1;4;2;30;2;1;2;1;1;260790105000038;837;4559,64;4686,8;2 - ESTIMATIVA ITBI;15/06/2020;2 - DE 01/03/2020 ATE 31/07/2020;450000;450000
7125;10145699;1.3035.083.02.0153.0012.6;130350830153;AVENIDA BERNARDO VIEIRA DE MELO, 1376 LJ 012 ,PIEDADE;PIEDADE;9097516,11531488;289281,380606859;600;603,734621438;39,8611412819953;15,1459441958;APARTAMENTO;28,74;555,94;2;4;2;30;2;2;2;2;2;260790105000039;802;5306,35;5369,52;2 - ESTIMATIVA ITBI;11/05/2020;2 - DE 01/03/2020 ATE 31/07/2020;70114,59;70000
8555;10032606;1.3035.087.02.0278.0001.9;130350870278;AVENIDA SENADOR SﾉRGIO GUERRA, 996 ,PIEDADE;PIEDADE;9097356,61547862;289299,847618437;1632,68;1622,7432622;24,6176800565;24,6176800565;APARTAMENTO;520,92;520,92;2;6;2;30;2;2;2;2;2;260790105000039;802;5306,35;5369,52;2 - ESTIMATIVA ITBI;01/06/2020;2 - DE 01/03/2020 ATE 31/07/2020;3755164;123211
7223;10032924;1.3035.095.02.0118.0005.0;130350950118;AVENIDA SENADOR SﾉRGIO GUERRA, 1100 AP 31 ,PIEDADE;PIEDADE;9097249,40717306;289274,24425081;675;635,912486809;43,3586899429985;14,6663215066;APARTAMENTO;73,65;1421,9;4;4;3;30;2;2;2;2;2;260790105000013;742;3137,03;3832,35;2 - ESTIMATIVA ITBI;18/08/2020;3 - A PARTIR DE 01/08/2020;199400;170000
4945;15301516;1.3050.009.02.0153.0000.0;130500090153;AVENIDA GONZAGA MARANHÃO, 356 AP 101 ;PRAZERES;9097143,07717;287437,903823;379,2;447,818336668913;34,6116664035743;12,9383639449;APARTAMENTO;71,27;382,86;2;4;2;1;1;2;2;1;1;260790105000028;716;1192,76;1232,52;3 - TRANSAÇÃO;16/03/2020;2 - DE 01/03/2020 ATE 31/07/2020;161500;155000
4947;15301494;1.3050.009.02.0153.0000.0;130500090153;AVENIDA GONZAGA MARANHÃO, 356 AP 002 ;PRAZERES;9097143,07717;287437,903823;379,2;447,818336668913;34,6116664035743;12,9383639449;APARTAMENTO;47,55;382,86;2;4;2;1;1;2;2;1;1;260790105000028;716;1192,76;1232,52;2 - ESTIMATIVA ITBI;16/03/2020;2 - DE 01/03/2020 ATE 31/07/2020;150300;150000
6380;15301540;1.3050.009.02.0153.0007.1;130500090153;AVENIDA GONZAGA MARANHﾃO, 356 AP 104 ,PRAZERES;PRAZERES;9097143,07717205;287437,903823442;379,2;447,818336669;34,6116664035811;12,9383639449;APARTAMENTO;66,21;382,86;2;4;2;1;1;2;2;1;1;260790105000028;716;1192,76;1232,52;2 - ESTIMATIVA ITBI;05/03/2020;2 - DE 01/03/2020 ATE 31/07/2020;150033,88;155000
