2_ID_FINAL;4_SEQUENCIAL;5_INCRICAO_IMOVEL_UNIDADE;7_GEOCODING;46_ENDERECO;47_BAIRRO;44_Y_UTM;45_X_UTM;22_AREA_TERRE;23_AREA_TERRENO_LOTE_CARTOG;28_PROFUNDIDA;29_TESTADA;15_TIPO_CONSTRUCAO;24_AREA_CONST_UNIDADE;25_AREA_TOTAL_CONSTR;27_QTD_PAV;30_PADRAO_CONST;31_ESTADO_CONSERV;32_IDADE;34_SITUACAO_QUADRA;36_TIPO_VIA;39_ILUM_PUBLI;41_PAVIMENTAC;43_GUIAS_SARJ;56_COD_SETOR_CENSITARIO;57_V002_;58_V005_;59_V007_;13_NAT_EVENTO;16_DATA_AVALI_VENC;16_2_PERIO_AV;17_VALAVALIAÇÃO;18_VALOPERAÇÃO
8257;14390957;1.3055.033.01.0113.0001.6;130550330113;AVENIDA BARRETO DE MENEZES, 1627 ,CAJUEIRO SECO;CAJUEIRO SECO;9097243,06206048;287764,147191144;1262;1310,52989669;47,3995540686848;27,6485701699;APARTAMENTO;1630,5;1630,5;2;4;2;28;2;2;2;2;2;260790105000008;1075;747,4;924,35;2 - ESTIMATIVA ITBI;22/05/2020;2 - DE 01/03/2020 ATE 31/07/2020;6050000;6050000
6029;12266540;1.3055.057.01.0039.0001.4;130550570039;RUA 04 (VL SOCIAL), 156 ,CAJUEIRO SECO;CAJUEIRO SECO;9096913,36878281;287977,110750768;152;165,158997335;20,0975436384975;8,2178698206;APARTAMENTO;138,65;138,65;2;3;3;31;1;1;2;2;2;260790105000004;986;1087,9;1159,37;2 - ESTIMATIVA ITBI;11/08/2020;3 - A PARTIR DE 01/08/2020;348400;330000
6588;10016171;1.3060.109.01.0075.0003.1;130601090075;RUA EMILIANO RIBEIRO, 145 CS B3 ,PRAZERES;PRAZERES;9097161,49177126;288163,877975593;420;409,23279064;37,2152371797453;10,996377335;APARTAMENTO;62,65;302,53;1;3;2;30;2;1;2;2;2;260790105000001;799;1072,15;1169,2;2 - ESTIMATIVA ITBI;20/08/2020;3 - A PARTIR DE 01/08/2020;150600;150000
8653;14942780;1.3065.039.01.0086.0009.9;130650390086;RUA PROFESSOR SEVERINO TOLENTINO, 491 AP 201 ,PIEDADE;PIEDADE;9097441,60520189;288741,157843074;1751;1732,29743031;47,6243706668428;36,37417998504;APARTAMENTO;87,94;2814,24;4;4;2;8;1;1;2;1;1;260790105000012;1145;4213,26;4349,97;2 - ESTIMATIVA ITBI;10/08/2020;3 - A PARTIR DE 01/08/2020;265000;265000
7660;10022589;1.3065.051.01.0076.0001.0;130650510076;RUA ANTﾔNIO ALVES DE ARAﾚJO, 576 ,PRAZERES;PRAZERES;9097360,6510086;288558,219590631;855,37;914,932551108;34,8710134917991;26,2376243043;APARTAMENTO;391,87;391,87;2;6;3;30;1;1;2;2;2;260790105000273;813;1039,29;1293,7;2 - ESTIMATIVA ITBI;06/07/2020;2 - DE 01/03/2020 ATE 31/07/2020;242108,58;12964,77
7783;10022740;1.3065.051.03.0318.0001.1;130650510318;RUA MARECHAL FLORIANO PEIXOTO, 477 ,PRAZERES;PRAZERES;9097328,39842025;288542,705253193;907,75;904,166924936;33,8875953360212;26,6813539282;APARTAMENTO;404,38;404,38;2;6;3;30;1;1;2;2;2;260790105000273;813;1039,29;1293,7;2 - ESTIMATIVA ITBI;22/07/2020;2 - DE 01/03/2020 ATE 31/07/2020;1050000;1050000
6448;12818500;4.2380.031.01.0041.0002.0;423800310041;RUA 04 (CJ. RES. CURADO I), 95-B AP 102 ,CURADO;CURADO;9105508,80446616;281420,812914596;400;432,964372447;21,4139640493607;20,2187867435;APARTAMENTO;52;208;2;3;3;31;1;1;2;1;2;260790115000120;680;1248,58;1305,62;2 - ESTIMATIVA ITBI;29/04/2020;2 - DE 01/03/2020 ATE 31/07/2020;90000;13000
6449;12818500;4.2380.031.01.0041.0002.0;423800310041;RUA 04 (CJ. RES. CURADO I), 95-B AP 102 ,CURADO;CURADO;9105508,80446616;281420,812914596;400;432,964372447;21,4139640493607;20,2187867435;APARTAMENTO;52;208;2;3;3;31;1;1;2;1;2;260790115000120;680;1248,58;1305,62;2 - ESTIMATIVA ITBI;29/04/2020;2 - DE 01/03/2020 ATE 31/07/2020;90000;13000
8232;10041001;1.3080.003.04.0392.0001.4;130800030392;RUA ROSSINI ROOSEVELT DE ALBUQUERQUE, 89 AP 101 BL. 00A ,PIEDADE;PIEDADE;9096044,82830735;288794,242386143;1230,25;1241,82164497;34,7209647986736;35,7657585891;APARTAMENTO;187,18;2246,16;3;3;3;30;1;1;2;2;2;260790105000015;729;9963,03;10215,26;2 - ESTIMATIVA ITBI;11/08/2020;3 - A PARTIR DE 01/08/2020;300800;210000
8039;10302646;1.3080.025.01.0248.0001.0;130800250248;RUA INﾁCIO DE SOUZA  MORAIS, 245 AP 003 BL. A ,PIEDADE;PIEDADE;9096034,9986767;288464,845745188;1092;1074,85917588;38,2591008542355;28,0942090086;APARTAMENTO;38;2166;4;3;3;30;2;1;2;2;2;260790105000016;819;1916,68;2060,79;2 - ESTIMATIVA ITBI;29/06/2020;2 - DE 01/03/2020 ATE 31/07/2020;81000;50000
8040;10302786;1.3080.025.01.0248.0034.6;130800250248;RUA INﾁCIO DE SOUZA  MORAIS, 245 AP 206 BL. B ,PIEDADE;PIEDADE;9096034,9986767;288464,845745188;1092;1074,85917588;38,2591008542355;28,0942090086;APARTAMENTO;38;2166;4;3;3;30;2;1;2;2;2;260790105000016;819;1916,68;2060,79;2 - ESTIMATIVA ITBI;05/08/2020;3 - A PARTIR DE 01/08/2020;81000;40000
8042;10302743;1.3080.025.01.0248.0033.8;130800250248;RUA INﾁCIO DE SOUZA  MORAIS, 245 AP 205 BL. B ,PIEDADE;PIEDADE;9096034,9986767;288464,845745188;1092;1074,85917588;38,2591008542355;28,0942090086;APARTAMENTO;38;2166;4;3;3;30;2;1;2;2;2;260790105000016;819;1916,68;2060,79;2 - ESTIMATIVA ITBI;17/08/2020;3 - A PARTIR DE 01/08/2020;81000;60000
8043;10302646;1.3080.025.01.0248.0001.0;130800250248;RUA INﾁCIO DE SOUZA  MORAIS, 245 AP 003 BL. A ,PIEDADE;PIEDADE;9096034,9986767;288464,845745188;1092;1074,85917588;38,2591008542355;28,0942090086;APARTAMENTO;38;2166;4;3;3;30;2;1;2;2;2;260790105000016;819;1916,68;2060,79;2 - ESTIMATIVA ITBI;29/06/2020;2 - DE 01/03/2020 ATE 31/07/2020;81000;50000
6318;10305548;1.3080.035.03.0331.0005.1;130800350331;RUA DOUTOR JOSﾉ ARTUR LEITE, 438 AP 301 ,PIEDADE;PIEDADE;9095927,08217939;288389,150384265;360;352,024036328;23,8977415651088;14,7304311317;APARTAMENTO;75,54;434,4;3;3;3;30;2;1;2;1;1;260790105000275;563;1731,98;1881,09;2 - ESTIMATIVA ITBI;29/07/2020;2 - DE 01/03/2020 ATE 31/07/2020;120100;118000
8399;14039044;1.3080.051.02.0202.0003.3;130800510202;AVENIDA AYRTON SENNA DA SILVA, 474 AP 003 BL. A ,PIEDADE;PIEDADE;9095745,02369226;288620,868117391;1440;1405,54363836;59,948566280097;23,4458257399;APARTAMENTO;77,49;2181,24;4;4;2;30;2;2;2;2;2;260790105000042;1090;1877,36;2098,23;2 - ESTIMATIVA ITBI;22/06/2020;2 - DE 01/03/2020 ATE 31/07/2020;252800;240000
8379;14011999;1.3080.051.03.0293.0011.0;130800510293;RUA AMBRﾓSIO DE MEDEIROS DELGADO, 260 AP 302 BL. A ,PIEDADE;PIEDADE;9095721,0072627;288617,817656881;1428,73;1479,03214085;60,6772283664326;24,3754070624;APARTAMENTO;106,77;2536,08;4;4;2;30;2;1;2;1;1;260790105000042;1090;1877,36;2098,23;2 - ESTIMATIVA ITBI;17/07/2020;2 - DE 01/03/2020 ATE 31/07/2020;175000;175000
8380;14012260;1.3080.051.03.0293.0018.7;130800510293;RUA AMBRﾓSIO DE MEDEIROS DELGADO, 260 AP 103 BL. B ,PIEDADE;PIEDADE;9095721,0072627;288617,817656881;1428,73;1479,03214085;60,6772283664326;24,3754070624;APARTAMENTO;106,77;2536,08;4;4;2;30;2;1;2;1;1;260790105000042;1090;1877,36;2098,23;2 - ESTIMATIVA ITBI;25/08/2020;3 - A PARTIR DE 01/08/2020;175000;160000
6298;10309276;1.3080.077.03.0236.0003.0;130800770236;RUA COPACABANA, 540C ,PIEDADE;PIEDADE;9095781,2935315;288085,964908107;360;371,525113827;4,3584244776018;85,24298533479;APARTAMENTO;106;318;2;3;3;30;2;1;2;1;1;260790105000130;898;568,84;767,49;2 - ESTIMATIVA ITBI;17/03/2020;2 - DE 01/03/2020 ATE 31/07/2020;89900;80000
7380;10087842;1.3080.095.03.0202.0014.4;130800950202;RUA JOSﾉ GOMES DA CUNHA  , 302 AP 302 ,PIEDADE;PIEDADE;9095653,26910778;288591,483618524;720;741,544532099;30,3268225261866;24,4517714132;APARTAMENTO;73,72;1179,52;4;4;3;37;2;1;2;2;2;260790105000042;1090;1877,36;2098,23;2 - ESTIMATIVA ITBI;03/06/2020;2 - DE 01/03/2020 ATE 31/07/2020;125500;125000
6521;10088237;1.3080.111.03.0264.0001.9;130801110264;RUA MAESTRO NELSON FERREIRA, 478    APTO0001 ,PIEDADE;PIEDADE;9095568,94020806;288494,190344643;406;414,522841672;14,6603898906198;28,275021658;APARTAMENTO;117,51;457,28;2;3;2;30;1;1;2;2;2;260790105000042;1090;1877,36;2098,23;2 - ESTIMATIVA ITBI;24/08/2020;3 - A PARTIR DE 01/08/2020;149000;90000
8480;10260200;1.3080.113.03.0342.0018.2;130801130342;RUA MARIA RITA BARRADAS, 350 AP 002 BL. B ,PIEDADE;PIEDADE;9095440,39244273;288409,359158081;1532,21;1533,16598801;69,2309378492662;22,1456769999;APARTAMENTO;76,76;2473,62;4;4;3;32;2;1;2;2;2;260790105000042;1090;1877,36;2098,23;2 - ESTIMATIVA ITBI;30/07/2020;2 - DE 01/03/2020 ATE 31/07/2020;139500;12728,19
7051;10262466;1.3080.123.02.0182.0016.2;130801230182;AVENIDA BERNARDO VIEIRA DE MELO, 3054 SL 08 ,PIEDADE;PIEDADE;9095284,86051685;288660,354476384;546;546,746211191;47,6269513045745;11,4797650535;APARTAMENTO;25,14;440,57;2;6;2;30;2;2;2;2;2;260790105000041;1326;6009,89;6085,64;2 - ESTIMATIVA ITBI;24/03/2020;2 - DE 01/03/2020 ATE 31/07/2020;104600;70000
6190;10089420;1.3080.129.02.0190.0001.7;130801290190;RUA JOSﾉ BRAZ MOSCOW, 701 ,PIEDADE;PIEDADE;9095380,49290832;288456,714239639;330;346,859718499;24,1498844423318;14,3627899888;APARTAMENTO;327;327;2;6;2;30;2;1;2;2;2;260790105000074;1097;3241,1;3383,26;2 - ESTIMATIVA ITBI;24/04/2020;2 - DE 01/03/2020 ATE 31/07/2020;357100;600000
7724;14637863;1.3080.133.06.0043.0009.5;130801330043;RUA ROSSINI ROOSEVELT DE ALBUQUERQUE, 1147 AP 301 ,PIEDADE;PIEDADE;9095251,0839305;288296,256543544;884,59;935,564496796;33,7692558714203;27,704622819;APARTAMENTO;89,18;1426,88;4;3;2;22;2;1;2;1;1;260790105000097;1039;2437,22;2630,9;2 - ESTIMATIVA ITBI;27/08/2020;3 - A PARTIR DE 01/08/2020;142100;140000
8238;14428695;1.3080.133.03.0387.0006.7;130801330387;RUA SﾍTIO FLORESTA, 110 AP 201 ,PIEDADE;PIEDADE;9095101,97728771;288359,433926181;1242;1263,44975805;41,3478209625624;30,5566225411;APARTAMENTO;142,71;2224,98;4;4;3;28;2;1;2;2;2;260790105000097;1039;2437,22;2630,9;2 - ESTIMATIVA ITBI;09/06/2020;2 - DE 01/03/2020 ATE 31/07/2020;224700;162408
8456;10265414;1.3080.135.02.0182.0011.0;130801350182;AVENIDA AYRTON SENNA DA SILVA, 900 AP 302 BL. A ,PIEDADE;PIEDADE;9095214,15558633;288463,150384694;1500;1520,26783089;63,7340693489999;23,8532992859;APARTAMENTO;100,2;2388,72;4;3;2;30;2;2;2;2;2;260790105000074;1097;3241,1;3383,26;2 - ESTIMATIVA ITBI;24/04/2020;2 - DE 01/03/2020 ATE 31/07/2020;159600;153000
8457;10265546;1.3080.135.02.0182.0024.1;130801350182;AVENIDA AYRTON SENNA DA SILVA, 900 AP 303 BL. B ,PIEDADE;PIEDADE;9095214,15558633;288463,150384694;1500;1520,26783089;63,7340693489999;23,8532992859;APARTAMENTO;98,19;2388,72;4;3;2;30;2;2;2;2;2;260790105000074;1097;3241,1;3383,26;2 - ESTIMATIVA ITBI;12/06/2020;2 - DE 01/03/2020 ATE 31/07/2020;150300;150000
6631;14720507;1.3080.157.03.0237.0003.8;130801570237;RUA GARANHUNS, 432 AP 101 ,PIEDADE;PIEDADE;9094977,71112292;288183,744954616;437,5;433,217260374;35,4170686941491;12,231877915;APARTAMENTO;69,75;558;4;3;2;18;2;1;2;1;1;260790105000097;1039;2437,22;2630,9;2 - ESTIMATIVA ITBI;10/08/2020;3 - A PARTIR DE 01/08/2020;136900;120000
8758;14337029;1.3080.159.03.0205.0026.0;130801590205;RUA SﾃO SEBASTIﾃO, 400 AP 202 BL. 02 ,PIEDADE;PIEDADE;9094938,81150963;288165,592659121;1868,62;2074,16901814;37,3697215027;37,3697215027;APARTAMENTO;91,12;2778,36;4;3;3;29;2;1;2;2;2;260790105000097;1039;2437,22;2630,9;2 - ESTIMATIVA ITBI;21/05/2020;2 - DE 01/03/2020 ATE 31/07/2020;137800;31882,41
7066;14337673;1.3080.163.01.0051.0001.0;130801630051;RUA SﾃO SEBASTIﾃO, 417 AP 001 ,PIEDADE;PIEDADE;9094909,34686165;288127,755011327;550;562,435226169;25,4433482806285;22,1053935184;APARTAMENTO;73,17;934,6;4;3;3;29;2;1;2;2;2;260790105000096;1592;1729,58;1835,48;2 - ESTIMATIVA ITBI;23/03/2020;2 - DE 01/03/2020 ATE 31/07/2020;135000;145000
7078;10093141;1.3080.163.01.0122.0002.4;130801630122;RUA SﾃO SEBASTIﾃO, 381 AP 102 ,PIEDADE;PIEDADE;9094901,8334543;288174,226213143;564,4;536,696812223;24,9411547265303;21,5185230238;APARTAMENTO;119,85;842;3;3;3;30;2;1;2;2;2;260790105000096;1592;1729,58;1835,48;2 - ESTIMATIVA ITBI;20/08/2020;3 - A PARTIR DE 01/08/2020;233600;220000
7074;14796635;1.3080.165.02.0191.0001.8;130801650191;AVENIDA ULISSES MONTARROYOS, 72 AP 101 ,PIEDADE;PIEDADE;9094822,00839689;288230,958055667;561,6;578,106360783;49,4287987422841;11,6957396395;APARTAMENTO;88,25;794,4;4;4;2;14;1;2;2;2;1;260790105000096;1592;1729,58;1835,48;2 - ESTIMATIVA ITBI;07/08/2020;3 - A PARTIR DE 01/08/2020;181600;180000
7152;10093540;1.3080.165.02.0203.0002.5;130801650203;AVENIDA ULISSES MONTARROYOS, 100 AP 102B ,PIEDADE;PIEDADE;9094810,51516699;288226,856272262;622,8;612,958703126;51,7358947443392;11,8478419317;APARTAMENTO;125,11;1247,2;4;4;3;38;1;2;2;2;1;260790105000096;1592;1729,58;1835,48;2 - ESTIMATIVA ITBI;01/09/2020;3 - A PARTIR DE 01/08/2020;142900;142500
8753;14369877;1.3080.209.02.0126.0016.0;130802090126;RUA AMARO SOARES DE ANDRADE, 1143 AP 206 ,PIEDADE;PIEDADE;9095096,76705586;288223,087559873;1861,56;28,2928878272;2,12859657996613;13,29180366702;APARTAMENTO;137,4;2703,24;4;3;3;29;1;1;2;2;2;260790105000097;1039;2437,22;2630,9;2 - ESTIMATIVA ITBI;19/03/2020;2 - DE 01/03/2020 ATE 31/07/2020;157100;153000
8982;10198822;1.3090.037.04.0560.0001.4;130900370560;RUA LAGO DA PEDRA, 94 ,PRAZERES;PRAZERES;9094553,04816793;284691,082872403;2154,7;2285,19728995;61,8627456035117;36,9397974121;APARTAMENTO;1605,41;1605,41;2;4;3;30;2;1;2;2;2;260790105000108;582;312,91;550,84;2 - ESTIMATIVA ITBI;17/03/2020;2 - DE 01/03/2020 ATE 31/07/2020;2067976,32;400000
6306;10230327;1.3095.471.01.0108.0000.5;130954710108;RUA INHAGAPI, S/N ,PRAZERES;PRAZERES;9092710,33528127;284448,258620142;360;721,366656316;13,3180130634421;54,1647356013;APARTAMENTO;156,6;156,6;1;3;3;30;1;1;1;1;1;260790105000227;1189;461,2;617,93;2 - ESTIMATIVA ITBI;24/05/2020;2 - DE 01/03/2020 ATE 31/07/2020;61749,05;60000
6320;14892766;1.3095.595.01.0069.0001.8;130955950069;AVENIDA JOSﾉ DA CﾂMARA VIEIRA, 563 ,PRAZERES;PRAZERES;9092074,34374111;284330,887986772;360;187,836463821;23,0842627341911;8,1369921138;APARTAMENTO;47,69;207,26;1;1;4;11;1;2;2;1;1;260790105000222;1110;502,95;625,39;2 - ESTIMATIVA ITBI;07/08/2020;3 - A PARTIR DE 01/08/2020;91400;700
6161;12511340;1.3096.256.01.0222.0000.3;130962560222;RUA CATANDUVAS, 376, 378 ,BARRA DE JANGADA;BARRA DE JANGADA;9089998,62608432;285802,63497347;266,9;291,947192402;24,3289327001667;12;APARTAMENTO;87,49;87,49;1;1;3;31;1;1;2;1;1;260790105000333;865;511,32;733,63;2 - ESTIMATIVA ITBI;07/07/2020;2 - DE 01/03/2020 ATE 31/07/2020;129682,11;30000
12542;15094529;1.3096.851.03.0774.0113.4;130968510774;RUA DA PAZ, 244 AP 101 BL. 08 ,BARRA DE JANGADA;BARRA DE JANGADA;9090101,04278093;286227,762976998;32133,46;32080,8990429;1113,70567748366;28,80554502998;APARTAMENTO;46,88;31504,57;4;4;2;3;2;1;1;1;1;260790105000331;838;447;734,58;2 - ESTIMATIVA ITBI;06/08/2020;3 - A PARTIR DE 01/08/2020;112500;89742,45
12543;15093549;1.3096.851.03.0774.0033.2;130968510774;RUA DA PAZ, 244 AP 101 BL. 03 ,BARRA DE JANGADA;BARRA DE JANGADA;9090101,04278093;286227,762976998;32133,46;32080,8990429;1113,70567748366;28,80554502998;APARTAMENTO;46,88;31504,57;4;4;2;3;2;1;1;1;1;260790105000331;838;447;734,58;2 - ESTIMATIVA ITBI;26/08/2020;3 - A PARTIR DE 01/08/2020;112500;96000
12544;15094642;1.3096.851.03.0774.0125.8;130968510774;RUA DA PAZ, 244 AP 401 BL. 08 ,BARRA DE JANGADA;BARRA DE JANGADA;9090101,04278093;286227,762976998;32133,46;32080,8990429;1113,70567748366;28,80554502998;APARTAMENTO;46,88;31504,57;4;4;2;3;2;1;1;1;1;260790105000331;838;447;734,58;2 - ESTIMATIVA ITBI;01/09/2020;3 - A PARTIR DE 01/08/2020;112500;75371,22
6304;14871718;1.3100.003.03.0351.0001.7;131000030351;RUA MﾁRIO PEREIRA AMADOR, 520-A ,PIEDADE;PIEDADE;9095689,99128006;288161,71568556;360;368,263931134;30,0726658575772;12,2458026461;APARTAMENTO;72;360;2;4;2;12;1;1;2;1;1;260790105000130;898;568,84;767,49;2 - ESTIMATIVA ITBI;14/05/2020;2 - DE 01/03/2020 ATE 31/07/2020;144000;103600
9608;14335891;1.3100.147.02.0169.0028.7;131001470169;RUA ANDARAﾍ, 86 AP 204 BL. 2 ,PIEDADE;PIEDADE;9095090,7533664;287841,635063703;4305,16;327,590328811;1,42165200305398;230,429337212815;APARTAMENTO;81,22;5198,08;4;3;2;29;2;1;2;1;1;260790105000100;1063;1307,89;1616,49;2 - ESTIMATIVA ITBI;17/06/2020;2 - DE 01/03/2020 ATE 31/07/2020;133650;128000
9338;10338128;1.3100.147.03.0322.0018.7;131001470322;RUA SﾃO SEBASTIﾃO, 828 AP 110 BL. B ,PIEDADE;PIEDADE;9095030,40606372;287851,349063209;2904;804,207775289;43,1006650512;43,1006650512;APARTAMENTO;91,83;3305,88;3;4;2;37;2;1;2;2;2;260790105000100;1063;1307,89;1616,49;2 - ESTIMATIVA ITBI;20/07/2020;2 - DE 01/03/2020 ATE 31/07/2020;200700;140000
9371;14447835;1.3100.149.02.0151.0036.0;131001490151;RUA IBIMIRIM, 13 AP 104 BL. 00B ,PIEDADE;PIEDADE;9095058,38798652;287924,392941369;3603;3623,65833527;77,9297206330241;46,4990546076;APARTAMENTO;68,5;6021,2;4;3;3;27;2;1;2;1;1;260790105000100;1063;1307,89;1616,49;2 - ESTIMATIVA ITBI;15/04/2020;2 - DE 01/03/2020 ATE 31/07/2020;96600;51368,1
9372;14447444;1.3100.149.02.0151.0065.4;131001490151;RUA IBIMIRIM, 13 AP 101 BL. C ,PIEDADE;PIEDADE;9095058,38798652;287924,392941369;3603;3623,65833527;77,9297206330241;46,4990546076;APARTAMENTO;68,5;6021,2;4;3;3;27;2;1;2;1;1;260790105000100;1063;1307,89;1616,49;2 - ESTIMATIVA ITBI;28/08/2020;3 - A PARTIR DE 01/08/2020;106500;105000
7197;10338608;1.3100.157.02.0118.0010.7;131001570118;RUA ROSSINI ROOSEVELT DE ALBUQUERQUE, 1300 AP 301 ,PIEDADE;PIEDADE;9094881,78912674;288064,273967713;645;611,821552201;32,4961033308143;18,827535904;APARTAMENTO;77,72;932,4;4;3;2;33;2;1;2;1;1;260790105000096;1592;1729,58;1835,48;2 - ESTIMATIVA ITBI;10/08/2020;3 - A PARTIR DE 01/08/2020;152000;130000
7874;10353992;1.3100.161.01.0132.0017.3;131001610132;RUA SﾃO SEBASTIﾃO, 531 AP 0205 ,PIEDADE;PIEDADE;9094941,19024204;287985,575976045;990;1043,06164834;34,4748236797075;30,255750052;APARTAMENTO;74,72;1793,28;4;4;2;30;2;1;2;2;2;260790105000096;1592;1729,58;1835,48;2 - ESTIMATIVA ITBI;10/08/2020;3 - A PARTIR DE 01/08/2020;148884;60500
10162;14360233;1.3100.275.04.0536.0151.9;131002750536;RUA GUANAMBI, 819 AP 203 BL. 10 ,PIEDADE;PIEDADE;9094746,34131095;287568,918251882;9901;9572,99415519;162,737737826308;58,8246726485;APARTAMENTO;61,68;10855,68;4;3;2;29;1;1;2;1;1;260790105000146;497;1264,52;1527,61;2 - ESTIMATIVA ITBI;29/06/2020;2 - DE 01/03/2020 ATE 31/07/2020;76500;55000
10163;14360411;1.3100.275.04.0536.0166.7;131002750536;RUA GUANAMBI, 819 AP 202 BL. 11 ,PIEDADE;PIEDADE;9094746,34131095;287568,918251882;9901;9572,99415519;162,737737826308;58,8246726485;APARTAMENTO;61,68;10855,68;4;3;2;29;1;1;2;1;1;260790105000146;497;1264,52;1527,61;2 - ESTIMATIVA ITBI;05/08/2020;3 - A PARTIR DE 01/08/2020;80000;80000
10164;14357879;1.3100.275.04.0536.0054.7;131002750536;RUA GUANAMBI, 819 AP 202 BL. 04 ,PIEDADE;PIEDADE;9094746,34131095;287568,918251882;9901;9572,99415519;162,737737826308;58,8246726485;APARTAMENTO;61,68;10855,68;4;3;2;29;1;1;2;1;1;260790105000146;497;1264,52;1527,61;2 - ESTIMATIVA ITBI;02/09/2020;3 - A PARTIR DE 01/08/2020;64300;60000
10095;14371596;1.3100.279.02.0484.0133.6;131002790484;RUA ARACATU, 448 AP 101 BL. 09 ,PIEDADE;PIEDADE;9094743,33070071;287720,15390766;9453;9572,06689869;61,54572529512;155;APARTAMENTO;78,47;11384,64;4;3;3;28;2;1;2;1;1;260790105000145;900;1825;1883,24;2 - ESTIMATIVA ITBI;20/08/2020;3 - A PARTIR DE 01/08/2020;140000;43280,83
10035;15336107;1.3100.281.04.0437.8051.8;131002810437;RUA ARACATU, 401 AP 03 BL. 04 ,PIEDADE;PIEDADE;9094748,00906704;287792,131079807;7903,15;7908,75810759;200,706064180486;39,4046793747;APARTAMENTO;78,48;10045,44;4;3;3;1;2;1;2;1;1;260790105000145;900;1825;1883,24;2 - ESTIMATIVA ITBI;01/09/2020;3 - A PARTIR DE 01/08/2020;144000;65000
8463;14960362;1.3100.309.04.0337.0005.0;131003090337;RUA JOSﾉ BRAZ MOSCOW, 421 AP 101-A BL. A ,PIEDADE;PIEDADE;9094444,49667561;288263,229185718;1522,73;1541,88671462;28,5469725065057;54,0122674749;APARTAMENTO;67,23;2151,36;4;4;2;8;2;1;2;1;1;260790105000095;715;1979,86;2257,42;2 - ESTIMATIVA ITBI;26/06/2020;2 - DE 01/03/2020 ATE 31/07/2020;168400;200000
8464;14991560;1.3100.309.04.0337.0022.0;131003090337;RUA JOSﾉ BRAZ MOSCOW, 421 AP 102B BL. BL-B ,PIEDADE;PIEDADE;9094444,49667561;288263,229185718;1522,73;1541,88671462;28,5469725065057;54,0122674749;APARTAMENTO;67,23;2151,36;4;4;2;7;2;1;2;1;1;260790105000095;715;1979,86;2257,42;2 - ESTIMATIVA ITBI;10/08/2020;3 - A PARTIR DE 01/08/2020;153100;153000
8465;14991586;1.3100.309.04.0337.0024.6;131003090337;RUA JOSﾉ BRAZ MOSCOW, 421 AP 104B BL. BL-B ,PIEDADE;PIEDADE;9094444,49667561;288263,229185718;1522,73;1541,88671462;28,5469725065057;54,0122674749;APARTAMENTO;67,23;2151,36;4;4;2;7;2;1;2;1;1;260790105000095;715;1979,86;2257,42;2 - ESTIMATIVA ITBI;24/08/2020;3 - A PARTIR DE 01/08/2020;185000;185000
2143;10133534;1.3115.239.02.0126.0000.0;131152390126;RUA MARIA DIGNA GAMEIRO, 6396 AP 004 ;CANDEIAS;9091791,59506;288289,900954;360;362,027701664295;30,6440310227231;11,8139712558;APARTAMENTO;53,93;446,68;2;3;3;30;2;1;2;1;1;260790105000248;1131;3231,71;3322,49;2 - ESTIMATIVA ITBI;16/03/2020;2 - DE 01/03/2020 ATE 31/07/2020;89665,39;86000
7652;14950928;1.3100.321.02.0230.0003.2;131003210230;RUA PROFESSOR JORGE CAHU, 728 CS 03A ,PIEDADE;PIEDADE;9094433,18187457;287854,702540254;840;874,939817208;43,7469908604;20;APARTAMENTO;68,11;603,24;2;4;3;8;2;1;2;1;1;260790105000140;536;1181,35;1344,56;2 - ESTIMATIVA ITBI;02/03/2020;2 - DE 01/03/2020 ATE 31/07/2020;207000;192000
2145;10133038;1.3115.237.04.0344.0000.0;131152370344;RUA MARIA DIGNA GAMEIRO, 6463 AP 001 ;CANDEIAS;9091705,66753;288308,215862;720;794,533824802287;33,8278781984356;23,487545395;APARTAMENTO;45,91;1589,08;4;4;2;30;2;1;2;1;1;260790105000248;1131;3231,71;3322,49;2 - ESTIMATIVA ITBI;16/03/2020;2 - DE 01/03/2020 ATE 31/07/2020;41693,36;9226,6
7654;10099417;1.3100.355.02.0132.0010.3;131003550132;RUA FELﾍCIO BARROS DE MEDEIROS, 4160 AP 202 BL. B ,PIEDADE;PIEDADE;9094338,85879753;288280,586158396;846;946,410678551;28,9700692841597;32,6685680061;APARTAMENTO;103,9;1640,76;4;4;3;36;2;1;2;2;2;260790105000300;840;2623,61;2651,03;2 - ESTIMATIVA ITBI;17/08/2020;3 - A PARTIR DE 01/08/2020;151700;95000
7655;10099433;1.3100.355.02.0132.0012.0;131003550132;RUA FELﾍCIO BARROS DE MEDEIROS, 4160 AP 204 BL. B ,PIEDADE;PIEDADE;9094338,85879753;288280,586158396;846;946,410678551;28,9700692841597;32,6685680061;APARTAMENTO;103,9;1640,76;4;4;3;36;2;1;2;2;2;260790105000300;840;2623,61;2651,03;2 - ESTIMATIVA ITBI;18/08/2020;3 - A PARTIR DE 01/08/2020;146300;90000
